100,0.012882,1.209385,0.009699,4.450012
128,0.035772,2.676537,0.011475,12.286102
200,0.050079,11.307272,0.029936,33.660820
256,0.100021,42.893475,0.036652,102.098282
512,0.363550,361.368397,0.155355,936.894693
