64,0,0.0308,0,0.0364
100,0.0310,0.0309,0,0.1579
128,0,0.0642,0,0.4343
200,0.0323,0.3348,0.0297,1.1300
256,0.0313,1.3676,0,4.0876
512,0.0326,14.1043,0,37.2025
